Wall time,Step,Value
1650384682.463852,100,0.6964371800422668
1650384707.1013207,200,0.6945881247520447
1650384731.1717792,300,0.6941357851028442
1650384755.3874724,400,0.6938139796257019
1650384779.4533484,500,0.6935759782791138
1650384860.0691836,600,0.6915391683578491
1650384884.390204,700,0.691461443901062
1650384908.6686282,800,0.6961312890052795
1650384933.028077,900,0.6938592195510864
1650384957.6007156,1000,0.6918637156486511
1650385027.8563056,1100,0.689624547958374
1650385052.0385196,1200,0.6924324035644531
1650385076.5218258,1300,0.6911831498146057
1650385100.8706443,1400,0.6904103755950928
1650385125.225663,1500,0.6879311203956604
1650385196.2343206,1600,0.6912263631820679
1650385220.4861853,1700,0.6874740719795227
1650385244.766692,1800,0.686245858669281
1650385268.9607167,1900,0.6883259415626526
1650385293.2186337,2000,0.6828030347824097
1650385363.1048203,2100,0.6819450855255127
1650385387.5628324,2200,0.6799555420875549
1650385411.8784184,2300,0.6771321892738342
1650385436.2670424,2400,0.6745867729187012
1650385460.3650029,2500,0.6757619380950928
1650385531.2469518,2600,0.6789833307266235
1650385555.4611335,2700,0.6748776435852051
1650385579.9098914,2800,0.6714795827865601
1650385604.1191266,2900,0.6638402938842773
1650385628.2926419,3000,0.659744381904602
1650385699.3820035,3100,0.6665542125701904
1650385723.5713897,3200,0.663205623626709
1650385747.7226698,3300,0.6607614755630493
1650385771.8015938,3400,0.6566067337989807
1650385795.9792147,3500,0.6530667543411255
1650385866.618541,3600,0.6507421731948853
1650385890.6499817,3700,0.6504746079444885
1650385914.7897213,3800,0.644183874130249
1650385939.3795745,3900,0.6351256370544434
1650385963.471733,4000,0.6469413042068481
1650386034.8494766,4100,0.6270233392715454
1650386059.0224607,4200,0.6348140835762024
1650386083.2437003,4300,0.6340701580047607
1650386107.5966325,4400,0.617017924785614
1650386132.0052693,4500,0.6308728456497192
1650386202.1918252,4600,0.6268563270568848
1650386226.3372145,4700,0.6212866306304932
1650386250.4787242,4800,0.6037670969963074
1650386274.5243263,4900,0.6210370063781738
1650386298.7758222,5000,0.6014953851699829
1650386370.004136,5100,0.6066049337387085
1650386394.2584836,5200,0.5970653891563416
1650386418.2631354,5300,0.5949945449829102
1650386442.563283,5400,0.6034975051879883
1650386466.7137647,5500,0.5821115970611572
1650386537.2236006,5600,0.5892271995544434
1650386561.381868,5700,0.5731234550476074
1650386587.0978582,5800,0.5769084095954895
1650386611.1814985,5900,0.5634894967079163
1650386635.3005517,6000,0.5780485272407532
1650386706.0042055,6100,0.5605542659759521
1650386730.3002331,6200,0.5620344281196594
1650386754.6744838,6300,0.5607981085777283
1650386779.119615,6400,0.5555189847946167
1650386803.2155373,6500,0.536302924156189
1650386878.7474024,6600,0.542072057723999
1650386902.883232,6700,0.5394111275672913
1650386927.1394577,6800,0.5261527299880981
1650386951.3940349,6900,0.519537091255188
1650386975.7310216,7000,0.5092169046401978
1650387046.0909178,7100,0.5156850218772888
1650387070.201406,7200,0.5050322413444519
1650387094.300533,7300,0.5048003792762756
1650387118.4709911,7400,0.5093550086021423
1650387142.859662,7500,0.5205067992210388
1650387213.5390162,7600,0.499564528465271
1650387237.708773,7700,0.5225222706794739
1650387261.7899792,7800,0.48806068301200867
1650387285.872448,7900,0.47582194209098816
1650387310.0075119,8000,0.4849843680858612
1650387381.2742517,8100,0.4844169020652771
1650387405.4160817,8200,0.4552057683467865
1650387429.5053895,8300,0.4778968095779419
1650387453.5486438,8400,0.4667155146598816
1650387477.6393597,8500,0.457121878862381
1650387548.7430937,8600,0.46014800667762756
1650387572.9682276,8700,0.4595218300819397
1650387597.3160105,8800,0.43945637345314026
1650387621.644423,8900,0.45338720083236694
1650387646.0422463,9000,0.44324591755867004
1650387716.6279316,9100,0.4439118802547455
1650387740.8836737,9200,0.42850440740585327
1650387765.115802,9300,0.4277772307395935
1650387789.2619603,9400,0.42871779203414917
1650387813.5154903,9500,0.44029203057289124
1650387884.4297848,9600,0.42018336057662964
1650387908.6275814,9700,0.42132508754730225
1650387932.909922,9800,0.4243490695953369
1650387957.3220835,9900,0.419720858335495
1650387981.4562092,10000,0.4067172706127167
1650388051.4821122,10100,0.4066096544265747
1650388075.704318,10200,0.38900816440582275
1650388100.0447009,10300,0.39677825570106506
1650388124.200662,10400,0.39437341690063477
1650388148.2917628,10500,0.4001152813434601
1650388217.586574,10600,0.3994346261024475
1650388241.7764668,10700,0.38632452487945557
1650388266.021742,10800,0.3807962238788605
1650388290.2263188,10900,0.3755483329296112
1650388314.402927,11000,0.3821750283241272
1650388386.2247677,11100,0.3910651206970215
1650388410.388271,11200,0.3888775706291199
1650388434.5921385,11300,0.37499240040779114
1650388458.7911837,11400,0.375119149684906
1650388483.1884878,11500,0.35632747411727905
1650388555.8863978,11600,0.3633613586425781
1650388580.0776494,11700,0.36957037448883057
1650388604.1708214,11800,0.3671994209289551
1650388628.2524152,11900,0.37030285596847534
1650388652.5369177,12000,0.3383370041847229
1650388722.6371431,12100,0.3454050123691559
1650388746.7404659,12200,0.3465754985809326
1650388770.8339837,12300,0.34874799847602844
1650388794.91373,12400,0.36124640703201294
1650388818.9403212,12500,0.3529594838619232
1650388889.9513113,12600,0.3290925920009613
1650388913.9844112,12700,0.34886470437049866
1650388938.242292,12800,0.33116990327835083
1650388962.343586,12900,0.34746289253234863
1650388986.4396355,13000,0.3486805558204651
1650389056.806292,13100,0.3322817087173462
1650389080.977939,13200,0.3177844285964966
1650389105.163246,13300,0.3408418893814087
1650389129.347546,13400,0.3443278670310974
1650389153.5516956,13500,0.33884209394454956
1650389223.6038532,13600,0.3353056013584137
1650389247.733738,13700,0.319640189409256
1650389271.8769531,13800,0.35343390703201294
1650389295.946684,13900,0.32284027338027954
1650389320.023584,14000,0.32704466581344604
1650389391.5053186,14100,0.3280670940876007
1650389415.7911696,14200,0.33385708928108215
1650389440.0342166,14300,0.3147449493408203
1650389464.0357635,14400,0.309218168258667
1650389488.221257,14500,0.31268608570098877
1650389558.9904716,14600,0.30145078897476196
1650389583.2254288,14700,0.3157924711704254
1650389607.37287,14800,0.295925498008728
1650389631.499475,14900,0.3027571737766266
1650389655.6527164,15000,0.3158692419528961
1650389726.2974746,15100,0.29852262139320374
1650389750.683747,15200,0.30341869592666626
1650389774.9522383,15300,0.28874117136001587
1650389799.3332567,15400,0.2893979549407959
1650389823.615412,15500,0.29741400480270386
1650389893.850641,15600,0.2976912558078766
1650389918.0803933,15700,0.29167860746383667
1650389942.5481584,15800,0.2917204797267914
1650389967.0672963,15900,0.2724469006061554
1650389991.5560875,16000,0.2957264184951782
1650390062.9694622,16100,0.29402393102645874
1650390087.1509082,16200,0.2910725474357605
1650390111.3945699,16300,0.2650853395462036
1650390135.3428683,16400,0.3004387319087982
1650390159.359472,16500,0.27864372730255127
1650390229.625672,16600,0.27451056241989136
1650390253.713553,16700,0.2715701758861542
1650390278.2392697,16800,0.27623167634010315
1650390302.777525,16900,0.29549774527549744
1650390326.7766495,17000,0.28036022186279297
1650390398.1440308,17100,0.2775099277496338
1650390422.3894198,17200,0.2700590193271637
1650390448.0814645,17300,0.27772095799446106
1650390472.3295105,17400,0.27582263946533203
1650390496.4887884,17500,0.25998738408088684
1650390566.476377,17600,0.26775774359703064
1650390590.5187466,17700,0.24973204731941223
1650390614.704727,17800,0.2747265100479126
