Wall time,Step,Value
1650384780.225472,500,0.5041481852531433
1650384958.496604,1000,0.5213140845298767
1650385126.1239684,1500,0.5404881834983826
1650385294.0189335,2000,0.5587910413742065
1650385461.2758443,2500,0.5980304479598999
1650385629.082045,3000,0.6193841099739075
1650385796.71083,3500,0.6423989534378052
1650385964.2653742,4000,0.6695243716239929
1650386132.7501402,4500,0.6978781223297119
1650386299.5622206,5000,0.7196933031082153
1650386467.476086,5500,0.7447909116744995
1650386636.1421967,6000,0.7715699076652527
1650386804.0835078,6500,0.7906707525253296
1650386976.562064,7000,0.8148443698883057
1650387143.6981537,7500,0.8278284072875977
1650387310.8251257,8000,0.8408197164535522
1650387478.551872,8500,0.858679473400116
1650387646.8651161,9000,0.8696951270103455
1650387814.3055162,9500,0.8803229331970215
1650387982.2316937,10000,0.889450192451477
1650388149.1086564,10500,0.9009592533111572
1650388315.2576058,11000,0.9076749682426453
1650388484.0448737,11500,0.911370575428009
1650388653.3863108,12000,0.9188967347145081
1650388819.7113721,12500,0.9240610599517822
1650388987.2345707,13000,0.9283092617988586
1650389154.392911,13500,0.930950939655304
1650389320.814504,14000,0.9322927594184875
1650389488.9797618,14500,0.9370320439338684
1650389656.4310312,15000,0.9422077536582947
1650389824.3976839,15500,0.9466376900672913
1650389992.5229242,16000,0.9487481117248535
1650390160.1115534,16500,0.949898362159729
1650390327.5784304,17000,0.9521926045417786
1650390497.2650776,17500,0.9558149576187134
1650390663.8489206,18000,0.9585163593292236
1650390830.9910715,18500,0.9594255685806274
1650390997.7245502,19000,0.962407112121582
1650391165.5872865,19500,0.9626877307891846
1650391331.9163446,20000,0.9649521112442017
1650391497.92859,20500,0.9675338864326477
1650391664.498827,21000,0.9667955636978149
1650391830.3586068,21500,0.9694843292236328
1650391996.9245148,22000,0.9724414348602295
1650392164.5815132,22500,0.9730433821678162
1650392331.3654292,23000,0.9715873003005981
1650392500.0968747,23500,0.9751667380332947
1650392666.7183435,24000,0.975785493850708
1650392833.468418,24500,0.9768763780593872
1650393000.8740988,25000,0.9753026366233826
1650393167.445399,25500,0.9765159487724304
1650393335.2409759,26000,0.9772565364837646
1650393501.7566366,26500,0.9768828749656677
1650393668.647166,27000,0.9777413010597229
1650393834.4906406,27500,0.9794062972068787
1650394002.0250702,28000,0.9793461561203003
1650394169.5175745,28500,0.9794830679893494
1650394337.85411,29000,0.9784086346626282
1650394505.3858993,29500,0.9813781380653381
1650394671.9596922,30000,0.9786445498466492
1650394839.0276294,30500,0.9797706007957458
1650395005.5664842,31000,0.9790093898773193
1650395172.102104,31500,0.9785442352294922
1650395338.7833335,32000,0.97944575548172
1650395506.306467,32500,0.9799330234527588
1650395673.1016238,33000,0.9801077246665955
1650395840.721966,33500,0.9815441966056824
1650396010.0071027,34000,0.9810224771499634
1650396177.128414,34500,0.9812456369400024
1650396345.941225,35000,0.981224536895752
1650396512.326282,35500,0.9808921217918396
1650396678.831374,36000,0.9816765189170837
1650396845.4131656,36500,0.9794822931289673
1650397011.5305917,37000,0.9801614880561829
