Wall time,Step,Value
1648586850.2702851,100,0.694697916507721
1648586873.333376,200,0.6911711692810059
1648586896.356988,300,0.6819280385971069
1648586919.584136,400,0.6762285828590393
1648586942.6103182,500,0.6666954159736633
1648587008.3229296,600,0.6685167551040649
1648587031.4039965,700,0.6602954864501953
1648587054.4518933,800,0.6562837958335876
1648587077.4413047,900,0.652312159538269
1648587100.4912982,1000,0.6364077925682068
1648587166.336007,1100,0.6374495029449463
1648587189.5281286,1200,0.6394999027252197
1648587212.663357,1300,0.6112596392631531
1648587235.660295,1400,0.6084960103034973
1648587258.7049873,1500,0.5988322496414185
1648587324.4349387,1600,0.5947023630142212
1648587347.4318712,1700,0.5802144408226013
1648587370.6377325,1800,0.5801210403442383
1648587393.7103977,1900,0.5639432072639465
1648587416.8846755,2000,0.5569249987602234
1648587482.426494,2100,0.57427978515625
1648587505.5335317,2200,0.5578879117965698
1648587528.669091,2300,0.5320155620574951
1648587551.833173,2400,0.5415090322494507
1648587575.0755923,2500,0.5346426963806152
1648587641.0048666,2600,0.5218024253845215
1648587664.116033,2700,0.5027977228164673
1648587687.210334,2800,0.5035175681114197
1648587710.3475535,2900,0.5306004881858826
1648587733.4985206,3000,0.5083258748054504
1648587798.868653,3100,0.4946899116039276
1648587821.958552,3200,0.482465535402298
1648587845.1112752,3300,0.49467015266418457
1648587868.1796958,3400,0.47860756516456604
1648587891.3055477,3500,0.47316399216651917
1648587957.0896358,3600,0.45720043778419495
1648587980.1068163,3700,0.47550925612449646
1648588003.3044078,3800,0.4510170817375183
1648588026.4106271,3900,0.443308025598526
1648588049.5678232,4000,0.449669748544693
1648588114.672648,4100,0.4448730945587158
1648588137.7832963,4200,0.4317879378795624
1648588160.8979886,4300,0.4451252520084381
1648588183.9810424,4400,0.4327992796897888
1648588206.9461522,4500,0.4336598813533783
1648588272.2758849,4600,0.4114391505718231
1648588295.5095723,4700,0.4397345185279846
1648588318.587856,4800,0.43835076689720154
1648588341.6367931,4900,0.4410613179206848
1648588364.6540549,5000,0.42904046177864075
1648588429.9765446,5100,0.4128744602203369
1648588453.0601,5200,0.4060076177120209
1648588476.1627116,5300,0.3995068371295929
1648588499.1701474,5400,0.4143686294555664
1648588522.347672,5500,0.41530632972717285
1648588588.0424435,5600,0.39622262120246887
1648588611.143817,5700,0.40364933013916016
1648588634.1642652,5800,0.4013526141643524
1648588657.2126951,5900,0.3988583981990814
1648588680.305495,6000,0.40454354882240295
1648588745.2904656,6100,0.3819291591644287
1648588768.377002,6200,0.3810180127620697
1648588791.5165894,6300,0.39201274514198303
1648588814.6454823,6400,0.37559565901756287
1648588837.7461073,6500,0.3891716003417969
1648588903.0636108,6600,0.39151686429977417
1648588926.139707,6700,0.36052659153938293
1648588949.2860796,6800,0.37094247341156006
1648588972.3770888,6900,0.35729074478149414
1648588995.5744956,7000,0.3465622365474701
1648589060.9932714,7100,0.3773329257965088
1648589084.0997183,7200,0.3547603487968445
1648589107.2006192,7300,0.3655777871608734
1648589130.2953157,7400,0.37471410632133484
1648589153.3945816,7500,0.35561811923980713
1648589218.441163,7600,0.34609586000442505
1648589241.670487,7700,0.35372108221054077
1648589264.7187095,7800,0.3596230745315552
1648589287.7982454,7900,0.3603687286376953
1648589310.870875,8000,0.35474488139152527
1648589376.5117934,8100,0.3351729214191437
1648589399.543643,8200,0.34646549820899963
1648589422.599278,8300,0.34292635321617126
1648589445.7921653,8400,0.344356507062912
1648589468.8769479,8500,0.34067684412002563
1648589534.7902822,8600,0.34591731429100037
1648589557.8724048,8700,0.3231092691421509
1648589581.0163445,8800,0.33121567964553833
